Flujos en p.u. caso linea 1 - 2,Flujos en p.u. caso linea 2 - 3,Flujos en p.u. caso linea 3 - 4,Flujos en p.u. caso linea 4 - 5,Flujos en p.u. caso linea 4 - 6,Flujos en p.u. caso linea 6 - 7,Flujos en p.u. caso linea 6 - 8,Flujos en p.u. caso linea 8 - 9,Flujos en p.u. caso linea 9 - 10,Flujos en p.u. caso linea 9 - 11,Flujos en p.u. caso linea 9 - 12,Flujos en p.u. caso linea 9 - 13,Flujos en p.u. caso linea 13 - 14,Flujos en p.u. caso linea 13 - 15,Flujos en p.u. caso linea 1 - 15,Flujos en p.u. caso linea 1 - 16,Flujos en p.u. caso linea 1 - 17,Flujos en p.u. caso linea 3 - 15,Flujos en p.u. caso linea 4 - 18 (Caso Paralelo),Flujos en p.u. caso linea 4 - 18,Flujos en p.u. caso linea 5 - 6,Flujos en p.u. caso linea 7 - 8,Flujos en p.u. caso linea 10 - 12,Flujos en p.u. caso linea 11 - 13,Flujos en p.u. caso linea 12 - 13,Flujos en p.u. caso linea 12 - 16,Flujos en p.u. caso linea 12 - 17,Flujos en p.u. caso linea 14 - 15,Flujos en p.u. caso linea 18 - 19,Flujos en p.u. caso linea 19 - 20,Flujos en p.u. caso linea 21 - 20,Flujos en p.u. caso linea 21 - 22,Flujos en p.u. caso linea 22 - 23,Flujos en p.u. caso linea 23 - 24,Flujos en p.u. caso linea 24 - 25 (Caso Paralelo),Flujos en p.u. caso linea 24 - 25,Flujos en p.u. caso linea 24 - 26,Flujos en p.u. caso linea 26 - 27,Flujos en p.u. caso linea 27 - 28,Flujos en p.u. caso linea 28 - 29,Flujos en p.u. caso linea 7 - 29,Flujos en p.u. caso linea 25 - 30,Flujos en p.u. caso linea 30 - 31,Flujos en p.u. caso linea 31 - 32,Flujos en p.u. caso linea 32 - 33,Flujos en p.u. caso linea 34 - 32,Flujos en p.u. caso linea 34 - 35,Flujos en p.u. caso linea 35 - 36,Flujos en p.u. caso linea 36 - 37,Flujos en p.u. caso linea 37 - 38,Flujos en p.u. caso linea 37 - 39,Flujos en p.u. caso linea 36 - 40,Flujos en p.u. caso linea 22 - 38,Flujos en p.u. caso linea 11 - 41,Flujos en p.u. caso linea 41 - 42,Flujos en p.u. caso linea 41 - 43,Flujos en p.u. caso linea 38 - 44,Flujos en p.u. caso linea 15 - 45,Flujos en p.u. caso linea 14 - 46,Flujos en p.u. caso linea 46 - 47,Flujos en p.u. caso linea 47 - 48,Flujos en p.u. caso linea 48 - 49,Flujos en p.u. caso linea 49 - 50,Flujos en p.u. caso linea 50 - 51,Flujos en p.u. caso linea 10 - 51,Flujos en p.u. caso linea 13 - 49,Flujos en p.u. caso linea 29 - 52,Flujos en p.u. caso linea 52 - 53,Flujos en p.u. caso linea 53 - 54,Flujos en p.u. caso linea 54 - 55,Flujos en p.u. caso linea 11 - 43,Flujos en p.u. caso linea 44 - 45,Flujos en p.u. caso linea 40 - 56,Flujos en p.u. caso linea 56 - 41,Flujos en p.u. caso linea 56 - 42,Flujos en p.u. caso linea 39 - 57,Flujos en p.u. caso linea 57 - 56,Flujos en p.u. caso linea 38 - 49,Flujos en p.u. caso linea 38 - 48,Flujos en p.u. caso linea 9 - 55
0.0,0.030000000000000002,0.8097770273777719,0.9651943293288696,0.9639006196294899,0.9994895629440994,1.0252998186825417,0.6338619152058668,0.9659066653943917,0.9750097754829274,0.976281576578842,0.9781950197876486,0.974571032369401,0.95908653604115,1.7963303326281095,1.175436349564154,1.2138041276856355,0.7557202083011997,0.9752131711513501,0.9728280799358389,0.9783262571749896,1.0364855107571607,0.9938493231887765,0.9820688808845497,0.969171362073889,1.058575442642699,1.0996238430908556,0.9567253700681992,0.9711839129690539,0.9769965801338819,0.9810478330063378,0.9810478330063378,0.9833917480115276,0.9802230021638934,0.978803272955692,0.9788332158241746,0.9720521949606843,0.9720521949606848,0.9663381897960082,0.9635119076715446,0.9371465180715473,0.9776531192181899,0.9784404986316818,0.9797090543534219,Inf,0.9808901234736629,0.9808901234736623,0.9822024224961521,0.9795988298668317,0.9788830727847119,0.9790234547365387,0.9790582900639581,0.9875703290477544,0.9796421028833604,0.9796005054434684,0.9798442612878396,0.9774670736334742,0.9766701741226788,0.9831832297582357,0.983183229758233,0.9804337869491645,0.9791996995850447,0.9755738313169036,0.9835512880244052,0.9903891080594055,0.984516054513721,0.9685764243751638,0.9713311759681653,0.9825750600212287,0.984880056252107,0.9799387007304047,0.9766701741226766,0.979058290063958,0.979571482878238,0.9793294509491397,0.9790234547365385,0.9795191677664558,0.979801717043696,0.9814698663570705,0.9887029768301503
-0.029999999999998327,0.0,0.7797770273777727,0.9351943293288699,0.9339006196294899,0.9694895629440995,0.9952998186825422,0.6038619152058672,0.9359066653943922,0.9450097754829281,0.9462815765788426,0.9481950197876488,0.9445710323694014,0.9290865360411503,1.76633033262811,1.145436349564155,1.1838041276856361,0.7257202083012001,0.9452131711513497,0.942828079935838,0.9483262571749894,1.0064855107571609,0.9638493231887763,0.9520688808845502,0.9391713620738893,1.0285754426426992,1.0696238430908562,0.9267253700681995,0.9411839129690546,0.9469965801338824,0.9510478330063384,0.9510478330063384,0.9533917480115286,0.9502230021638939,0.9488032729556921,0.9488332158241752,0.9420521949606848,0.9420521949606855,0.9363381897960086,0.933511907671545,0.907146518071548,0.9476531192181897,0.9484404986316828,0.949709054353423,Inf,0.9508901234736638,0.9508901234736625,0.9522024224961524,0.9495988298668327,0.9488830727847125,0.949023454736539,0.9490582900639594,0.9575703290477552,0.9496421028833602,0.9496005054434692,0.9498442612878403,0.9474670736334746,0.9466701741226794,0.9531832297582361,0.953183229758233,0.9504337869491648,0.9491996995850452,0.9455738313169035,0.9535512880244055,0.9603891080594049,0.9545160545137215,0.9385764243751644,0.9413311759681656,0.952575060021229,0.9548800562521069,0.9499387007304052,0.9466701741226774,0.9490582900639589,0.9495714828782391,0.9493294509491402,0.949023454736539,0.9495191677664562,0.9498017170436965,0.951469866357071,0.9587029768301502
0.39712255615061864,0.40288688370510073,0.0,0.5373265753213248,0.5329157738514305,0.6551609854215745,0.7399177842718571,-0.5453192245196796,0.5589681181615258,0.5598320038635308,0.5804432496537045,0.5791549576227162,0.5972912458369841,0.6513750729767153,0.6281692956374595,0.6825370822733271,0.7015580766066378,0.7157202083011998,0.5693437598815431,0.559949911524579,0.5820988504877552,0.766574369526095,0.6037387797290752,0.6007267551659454,0.5858967137156927,0.6246027749673244,0.6449526995796838,0.6734260158803893,0.5534742450766542,0.5763678407348892,0.5923239831633542,0.5923239831633542,0.6067432228898911,0.5902846057594182,0.5831376185141877,0.5832782446042158,0.5481949431608614,0.5481949431608614,0.5187935193061365,0.5042508795500352,0.4091513500452495,0.5777359442180136,0.5814338560714646,0.5873916029464703,Inf,0.5929384707266474,0.5929384707266466,0.5991016571490662,0.5934320321564789,0.5962802910785306,0.5859287679527534,0.5857746598622631,0.6226397953908636,0.584298969190198,0.5844058980777892,0.5837793080436116,0.6263326364639563,0.6445805056411786,0.6194191315211526,0.6194191315211529,0.5954964479720285,0.5853182505001907,0.5898943506563569,0.5799112989868701,0.5713543975558821,0.5936221576694647,0.552378043932169,0.5608623825974137,0.5954923363331042,0.6025914768489202,0.5835365453984949,0.644580505641178,0.585774659862265,0.5844805024434245,0.5851026610428107,0.5859287679527527,0.5845716084252691,0.585614834063708,0.5912890378710652,0.6143656611190563
0.06503002162601328,0.06730352369388921,-0.08866286166137344,0.0,0.21264978627461795,0.1708327811554185,0.20844063352105227,-0.3618070852442321,0.1274323263269334,0.1279176933787716,0.13713829835442243,0.13654459541261843,0.14457345835769597,0.16630743325721126,0.15384448797016995,0.17880707212678823,0.18654518827581063,0.18976679708880656,0.14226782082753725,0.14405144458951719,0.13000000000000006,0.21856014373739005,0.14684484234339698,0.14595363119256097,0.13963919311098857,0.15523825174383293,0.1635170029760178,0.1735704407709883,0.1452809888734231,0.14093414829631962,0.13790453213652037,0.13790453213652037,0.15021435989600265,0.14179951285538306,0.13829496959893448,0.13835706128880393,0.12051051658739682,0.12051051658739703,0.10566094778525227,0.09831599977558882,0.054674298147584934,0.13590992792499412,0.13754269461796054,0.1401732631788507,Inf,0.14262241321830035,0.14262241321830055,0.1453436910399111,0.14374849468125045,0.14586603149259153,0.13977068318972502,0.1396586424649354,0.14556857936159484,0.13842302872578405,0.13851210257610283,0.13799014084834063,0.15170484390277403,0.1572449493967245,0.14742063465903466,0.14742063465903424,0.14168900880618743,0.13927674271235566,0.14209663443811696,0.1359176851156615,0.13062144283927088,0.13952099131910264,0.12501127326956457,0.12868063561772797,0.14365762479390462,0.1467279075750209,0.13778791482690605,0.1572449493967241,0.1396586424649352,0.13857424946874689,0.13909251972483994,0.13977068318972502,0.13866111614371662,0.13911530582105855,0.14005885920143046,0.15182008389492183
0.029860724600413252,0.03287311484034865,-0.17378234575537474,0.21726418077376106,0.0,0.1700493809768749,0.2198797853613403,-0.5356984420026621,0.1125437783291328,0.11318688967281806,0.12540419126555571,0.12461753486766453,0.13525577826989302,0.16405329501175092,0.14753989250642166,0.18061531651394003,0.1908683204113945,0.19513695208861473,0.13220080854243244,0.1345641100270559,0.1341030470551343,0.23328813639798793,0.1382653620509469,0.13708450727608953,0.12871787681800545,0.1493866295065252,0.16035597488916975,0.17367677996750525,0.13619325620323142,0.13043369243856914,0.12641945102683486,0.1264194510268345,0.14272997280814959,0.13158030047932867,0.12693678066453412,0.12701905215360987,0.10337238042424657,0.10337238042424714,0.08369670176140447,0.07396464564860133,0.016139390991495882,0.12377660044656297,0.1259400163147428,0.12942551965792237,Inf,0.13267064346019344,0.13267064346019325,0.1362763365738273,0.13416270139860229,0.1369684376736296,0.1288921011723314,0.12874364721198525,0.1365743136000587,0.12710645900761022,0.1272244818592823,0.12653288256999698,0.14470486411712133,0.15204550389660582,0.13902828686916707,0.13902828686916632,0.13143388261414382,0.12823763003981714,0.13197398657645074,0.123786878724197,0.11676935770797967,0.1285612594437576,0.10933588302811854,0.11419778813943511,0.13404229879786947,0.1381104234828487,0.12626493309159761,0.15204550389660543,0.1287436472119849,0.12730682649203537,0.1279935345813584,0.1288921011723316,0.12742192483636997,0.12802372615884836,0.12927393438784146,0.14485755710671674
-0.2708834489301589,-0.2680792667354013,-0.46414992435692193,-0.2064412531152129,-0.208933103603667,0.0,-0.451679581117607,-0.6368193233786582,-0.19210942729677827,-0.19167105411326674,-0.1816973177643652,-0.18232128542957568,-0.17352049223109794,-0.14721787499997868,-0.15842463290474784,-0.13206926215724027,-0.12282232602630383,-0.11587036792036025,-0.17516370869940523,-0.17269668316386777,-0.18114747906889536,0.4072546141387153,-0.17038221855830488,-0.17184049034975882,-0.1790555620709082,-0.16023365935232176,-0.1503406721686646,-0.13645668909766775,-0.17099603462456908,-0.17700838259346974,-0.18119880693543086,-0.1811988069354303,-0.15447830492054726,-0.17355164897056738,-0.18160856596592942,-0.18146038844975942,-0.2219806243003183,-0.22198062430031915,-0.25577759845308673,-0.2724943813673599,-0.40435942166071354,-0.1873003026855599,-0.18340381809055992,-0.1771261484652814,Inf,-0.17128142157278103,-0.1712814215727813,-0.1647872805811143,-0.17225654891119674,-0.17067112557379888,-0.1790681332747081,-0.17915808112833453,-0.1619525993977793,-0.17975144605763507,-0.17970769498565028,-0.17996407084728425,-0.15929099124400475,-0.15037469451024993,-0.16261856154980475,-0.16261856154980447,-0.1743430929944765,-0.1793320685966302,-0.17713202159945568,-0.1819309363750076,-0.18604429189691038,-0.1752228851919083,-0.22943885676878553,-0.21652307795126807,-0.16380561338997524,-0.15299853315490944,-0.18006339972090227,-0.15037469451024993,-0.17915808112833342,-0.17967716982968174,-0.17942260713591063,-0.17906813327470864,-0.1796579598830097,-0.17918114223425535,-0.17639024382353202,-0.13507459520406906
-0.5142258048434164,-0.511744094730363,-0.6782952830598225,-0.4562945661110274,-0.45841711012171593,-0.5391178378677083,0.0,-1.1406862038682364,-0.44791446804715707,-0.4472243628351434,-0.43576019261565707,-0.4365165842901426,-0.426650271141314,-0.40242139673106037,-0.42019098661866056,-0.38850834920202953,-0.379764165286492,-0.37922588290221904,-0.430367661930626,-0.4286877622195594,-0.4347494738759714,-0.8354063340033385,-0.42450757704735304,-0.4251213711815908,-0.43258736800009917,-0.41514145939731995,-0.4057863499661489,-0.3962960901638401,-0.42752972029877684,-0.43162377667164165,-0.434477209901214,-0.4344772099012137,-0.43257736237530114,-0.43306853769472137,-0.4331596837706006,-0.43316349810782706,-0.4341364786880379,-0.4341364786880381,-0.4348647520002567,-0.43522497320845144,-0.404826889200206,-0.4330131689428839,-0.4331134709767371,-0.4332750686979458,Inf,-0.43342552174872656,-0.4334255217487267,-0.43359269180514964,-0.4298322550089515,-0.4264944052599805,-0.4322690823632359,-0.43243962919474604,-0.4359045076405676,-0.4347190662089707,-0.4345557205789645,-0.4355129057343786,-0.42429930073609945,-0.4203348521964202,-0.4309325169219946,-0.43093251692199497,-0.4325340155851919,-0.4331535586511968,-0.4287973573859758,-0.4383644997851334,-0.446564907555841,-0.4366948640452317,-0.41621398693353184,-0.4205984982915685,-0.4384944630182504,-0.44216313578722005,-0.435883752360596,-0.42033485219642,-0.43243962919474627,-0.43444175420953507,-0.43349133855789146,-0.4322690823632359,-0.43425899913690175,-0.43367982578583647,-0.4342769625871972,-0.4482477637942916
1.6243844135971073,1.6288788942957373,1.3385334854100746,1.730756668166275,1.7270466049979063,1.814037664360341,1.9418788385927437,0.0,1.7389669731342048,1.7407058724046538,1.7657371822362622,1.7640368150303927,1.7852681740851544,1.8306870529251835,1.7857959778652661,1.8567040149564975,1.873447585557886,1.8653345073476808,1.7748724051106803,1.7770998616390192,1.768416030119593,2.1645936659966614,1.78812129182561,1.7881052131057713,1.7728347200225878,1.8057063043414505,1.8236196895992975,1.8362791723307892,1.7786353628475384,1.7732068646252657,1.7694233658642882,1.7694233658642882,1.737660045082125,1.7632995967689176,1.7745291987604481,1.7743038396621331,1.8290153874018755,1.8290153874018742,1.874934587131348,1.8976473095781858,2.1908136891390813,1.783185604186442,1.777259548212326,1.7677120135873603,Inf,1.7588229296261861,1.7588229296261866,1.7489461696693258,1.7725439791538764,1.7817208011803387,1.773944377540981,1.7734882981142237,1.736956241190265,1.766520386652359,1.7670179483588933,1.764102298400109,1.7729465149878223,1.7737703361471875,1.7549630989568656,1.7549630989568654,1.766266697746246,1.7712889322223846,1.7830779709197897,1.7571396722292274,1.7349068447801768,1.7532562990130436,1.9011700531074096,1.8676292228683722,1.7307278749539405,1.7026630986314824,1.7629726747903691,1.7737703361471862,1.7734882981142253,1.767365097537344,1.7702601271351943,1.773944377540981,1.7679643865004966,1.7692677394802327,1.7632214972781843,1.6561166403405747
0.13127761233760937,0.13274727272634498,0.09409910088951072,0.17120910804462733,0.17046950172616168,0.18938170340805513,0.20925817269087435,-0.0924774255209879,0.0,0.2073369253712066,0.18748633260777633,0.18589047136492098,0.17744961353118366,0.17691664372642693,0.13971814604788088,0.23038849792716234,0.24039000271436325,0.1924071378143039,0.1803143933006703,0.1809415970479682,0.17871655489552243,0.2337906866641216,0.2955447599172823,0.1628746446183351,0.19285643222069626,0.19992582906187298,0.21062610397196313,0.1820167003959093,0.18137396109176063,0.1798454129993986,0.17878006129866128,0.17878006129866128,0.17002036708277354,0.17709867241473187,0.17997706478131548,0.17992939484932668,0.19489922287231076,0.19489922287231143,0.2073053198034619,0.21344166882317067,0.20659822618250984,0.1818081435396737,0.1805546122318093,0.17853503401358412,Inf,0.17665473705178825,0.1766547370517884,0.1745655182053484,0.17095417987872155,0.16474928802617433,0.17754842222816994,0.17786872436510465,0.1698022719408107,0.18192742836912087,0.18163613039555424,0.18334310043258029,0.1868949002679546,0.19029307958120342,0.19734252740998312,0.19734252740998232,0.18466390410113068,0.17950716656534724,0.22156024316576742,0.12998976913141344,0.051500791387681585,0.20889588152863497,0.16758055387931667,0.17058963345369144,0.1828715909001189,0.18538939217663636,0.184004439647574,0.19029307958120292,0.17786872436510465,0.18143289157938208,0.17973799375224767,0.1775484222281696,0.1811178382165115,0.17756640799461423,0.17682048643173523,0.18956525770842197
0.1186201767599176,0.11948423625055793,-0.0053040162599421615,0.13258153425095584,0.13127147146718385,0.16489684287418005,0.19965311727508323,-0.3279470881231034,0.19870701891124679,0.0,0.15580949501616584,0.16158343146589269,0.15471901868103913,0.1792488635140711,0.2039765330554386,0.13492713740709,0.13260021851355272,0.1865787652139034,0.14833550495389805,0.14922591650464068,0.14587945569236085,0.2415105767590009,0.11597934414679721,0.2333950356804674,0.1326043312461561,0.14201448688483131,0.1395249943150551,0.18151488096431254,0.14983972332639153,0.14766971576000287,0.14615728624403398,0.14615728624403398,0.13231521815720954,0.14344246427284427,0.14886187206938944,0.14872826446301815,0.172803184368767,0.17280318436876763,0.19339817744344198,0.2035849482115601,0.19073861669512787,0.1539939551199085,0.15048060172152586,0.14482019902413232,Inf,0.1395501689265589,0.13955016892655855,0.13369457992925463,0.1689010146422252,0.1944309642983737,0.15419945266574894,0.15290122980161194,0.13215770175520408,0.1351259723939714,0.13639889991389292,0.12893970234651006,0.14855973204400327,0.149330939644036,0.13549944425213137,0.135499444252132,0.1434359789454545,0.14678044139538216,0.1313307659723227,0.16486412908134188,0.1936070117462142,0.12616095997130466,0.12664399392819872,0.13184769562767817,0.1530872944010604,0.1574414121496038,0.12604975128896834,0.14933093964403535,0.15290122980161194,0.13728702240597399,0.14469346626549645,0.15419945266574828,0.1387319117202973,0.14696673134873053,0.14559356106636423,0.164662875732554
